"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedPvalue","SharedFDR","JointPvalue"
"GO BP:GO:0008203","GO BP","GO:0008203","cholesterol metabolic process",131,1.02388482214256,0.396728016359918,0.741678997358299,"69863/13116/110611/11804/108079/20597/11820/104086/15490/15357/14695/74754/217265/21834/20775/56050/170459/65969/100102/14466/16847/244152/230101/231070/15450/18023",75,1.24811161674899,0.126843657817109,0.619921179760997,"14792/20597/226144/16890/20788/235623/13123/26889/319554/69863/105787/14263/13595/74754/20280/68603/14151/192156/13850","Both positive",FALSE,FALSE,0.396728016359918
"GO CC:GO:0099634","GO CC","GO:0099634","postsynaptic specialization membrane",152,2.12916416041873,4.17685216170361e-07,7.91513484642834e-06,"68585/15563/76965/241568/65945/14401/11496/216856/225875/16500/23969/331461/81904/14802/320873/11941/18386/53324/107065/54376/319504/11438/14394/19281/53623/269994/14396/20907/74513/232370/504186/238205/246317/56543/320127/14807/13383/15481/110834/13869/22333/20320/19280/70530/14406/20503/20273/20355/72555/50997/233067/211323/14810/13642/19277/19158/52882/140723/11448/80749/12300/216028/242274/14812/192167/19268/53310/66673",128,1.01954054199867,0.396731054977712,0.685208850320222,"14802/210933/192167/15481/12558/110886/14402/20352/14400/319504/331461/216169/19283/241568/65945/74342/23859/14810/14396/14814/18386/70530/216856/20907/12794","Both positive",FALSE,FALSE,0.396731054977712
"GO BP:GO:0006611","GO BP","GO:0006611","protein export from nucleus",67,1.04365311068741,0.396793587174349,0.741678997358299,"19042/227154/12326/110750/56637/19387/52163/56398/72322/100043462/56417/15526/231042/70686/72149/16589/75788/12568/223332/65246/19250/100040244",39,1.20922018618389,0.184663536776213,0.683567904003589,"15183/57320/12317/56398/68051/29810/22627/227154/66810/74204/19387/28075/18760/72170","Both positive",FALSE,FALSE,0.396793587174349
"GO BP:GO:0000380","GO BP","GO:0000380","alternative mRNA splicing, via spliceosome",74,-1.03385447116729,0.396793587174349,0.741678997358299,"68092/15388/14359/67010/69269/19205/20382/20220/60365/19712/15382/666794/17149/20462/100041953",57,1.33879340729753,0.0904907975460123,0.553304421408927,"384569/19826/76938/60365/109095/170771/20462/76183/13548/66880/231386/666794/19655/108013/13992/20901/67959/93686/14359/60532/76936/230753","Opposite",FALSE,FALSE,0.396793587174349
"GO BP:GO:1904385","GO BP","GO:1904385","cellular response to angiotensin",28,-1.26942942027493,0.159844054580897,0.52487095355135,"12389/19055/12322/20779/12349/19877/11609/229709/171429/110784/226781/18033/19353/18024/18753/11606/18760",20,-1.02391027042819,0.397022332506204,0.864230162614891,"226781/11472/18750/19697/19878","Both negative",FALSE,FALSE,0.397022332506204
"KEGG:mmu04115","KEGG","mmu04115","p53 signaling pathway",73,-1.02834140624488,0.397089397089397,0.589915966386555,"12445/20438/12442/68098/13063/12370/23882/170770/12521/12571/12649/22062/17246/11783/12567/12566/50883/29870",19,-1.09562648254773,0.31390134529148,0.601006234277589,"12521/22401/13063/22084/21825/12122/11783","Both negative",FALSE,FALSE,0.397089397089397
"GO BP:GO:0032371","GO BP","GO:0032371","regulation of sterol transport",59,-1.18895903644842,0.202357563850688,0.589961574020571,"18830/52014/104158/83433/67737/11807/217258/11816/246703/16179/20280/17846/14792/68767",30,1.02750399557352,0.397151898734177,0.864230162614891,"14792/17846/27410/20788/69863/27404/20280","Opposite",FALSE,FALSE,0.397151898734177
"GO BP:GO:0032374","GO BP","GO:0032374","regulation of cholesterol transport",59,-1.18895903644842,0.202357563850688,0.589961574020571,"18830/52014/104158/83433/67737/11807/217258/11816/246703/16179/20280/17846/14792/68767",30,1.02750399557352,0.397151898734177,0.864230162614891,"14792/17846/27410/20788/69863/27404/20280","Opposite",FALSE,FALSE,0.397151898734177
"GO BP:GO:0034968","GO BP","GO:0034968","histone lysine methylation",46,1.03361969134738,0.397233201581028,0.741726779546564,"69612/67773/76719/233904/232811/208043/235626/69544/192195/73251/15161/226830/84505/74729/14526/225888/52615/69726/240427/51812/13626/232187/108155",17,1.17422622562292,0.263333333333333,0.767997807017544,"27632/67773/108155/213464/110147/232187","Both positive",FALSE,FALSE,0.397233201581028
"GO BP:GO:0086004","GO BP","GO:0086004","regulation of cardiac muscle cell contraction",39,1.03417167786577,0.397260273972603,0.741726779546564,"11938/109676/238161/238871/16480/11928/11554/13383/20855/330953/18578/12288",19,-1.33188184260278,0.135135135135135,0.632580838494249,"238871/12389/67451/13383/14168/98660/109676/11928/330953/11938/100986/11539/20191/12288","Opposite",FALSE,FALSE,0.397260273972603
"GO BP:GO:0035306","GO BP","GO:0035306","positive regulation of dephosphorylation",57,1.32025226861289,0.0952380952380952,0.421038659366185,"228361/210376/227059/20597/17260/226849/17931/12562/16452/12156/74585/50768/14466",33,-1.01830624854903,0.397297297297297,0.864230162614891,"16452/56193/23988/12562/11539/210376/17931/71782/109700","Opposite",FALSE,FALSE,0.397297297297297
"GO BP:GO:0008277","GO BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway",134,1.02552003365592,0.397540983606557,0.741982936157693,"230085/19736/11820/238871/383348/18577/18795/20977/241263/244585/16765/19878/16416/50779/11554/13429/71729/242202/54609/19218/70274/381290/11516/170822/23796/109689/15559/67466/18578/56318/67839/24012/18750/12652/12952/11535",77,-1.069954696513,0.323170731707317,0.810303084648494,"26385/213053/212111/109689/74270/17237/19877/24012/20977/18795/13430/110524/12266/12652/241263/23984/56193/14773/216963/14678/18750/17886/67466/12323/18577/18673/19878/14061","Opposite",FALSE,FALSE,0.397540983606557
"GO CC:GO:0098857","GO CC","GO:0098857","membrane microdomain",292,1.27324166488439,0.0382958334990259,0.136925668831423,"76686/72393/20527/238161/50918/13052/13030/11820/17762/18655/12388/12801/13806/16452/12550/16531/66725/21838/15117/13144/11928/22142/19084/78473/18399/19223/70729/19052/18711/56398/50768/26413/14252/13136/56543/16491/11946/13383/13496/110834/13869/11497/381290/433182/16975/11931/22337/210044/226101/11826/109042/13807/18550/21788/23970/22154/14251/22063/13641/84095/240725/20866/19012/21960/15275/269295/109254/12306/11600/19285/16835/12288/26903/170484/27405/105853/12168/13830/13405/108723/20194/74012/271457/16001/22030",179,1.0227287160779,0.398016997167139,0.685208850320222,"15894/19762/12558/54447/56398/16890/20511/16001/19264/22330/22146/20779/21838/100226/14682/74012/12166/26357/11517/14252/11514/271457/18216/17762/12505/19063/13138/19012/12387/18399/67916/20510/14251/105853/106957/22066/17380/12406/20527/19164/26413/110355/11519/65079/13033/12168/64297/11491/15511/26457/23970/244373/26417/11820/12491/13869/18145/13052/381290/193740/76686/74762/14127/23790/20525","Both positive",FALSE,FALSE,0.398016997167139
"GO CC:GO:0045121","GO CC","GO:0045121","membrane raft",291,1.2573452941108,0.0514285714285714,0.174030612244898,"76686/72393/20527/238161/50918/13052/13030/11820/17762/18655/12388/12801/13806/16452/12550/16531/66725/21838/15117/13144/11928/22142/19084/78473/18399/19223/70729/19052/18711/56398/50768/26413/14252/13136/56543/16491/11946/13383/13496/110834/13869/11497/381290/433182/16975/11931/22337/210044/226101/11826/109042/13807/18550/21788/23970/22154/14251/22063/13641/84095/240725/20866/19012/21960/15275/269295/109254/12306/11600/19285/16835/12288/170484/27405/105853/12168/13830/13405/108723/20194/74012/271457/16001/22030",179,1.0227287160779,0.398016997167139,0.685208850320222,"15894/19762/12558/54447/56398/16890/20511/16001/19264/22330/22146/20779/21838/100226/14682/74012/12166/26357/11517/14252/11514/271457/18216/17762/12505/19063/13138/19012/12387/18399/67916/20510/14251/105853/106957/22066/17380/12406/20527/19164/26413/110355/11519/65079/13033/12168/64297/11491/15511/26457/23970/244373/26417/11820/12491/13869/18145/13052/381290/193740/76686/74762/14127/23790/20525","Both positive",FALSE,FALSE,0.398016997167139
"GO MF:GO:0017080","GO MF","GO:0017080","sodium channel regulator activity",35,-1.03219263232358,0.398058252427184,0.695320638359932,"12391/11936/235281/14756/56188/20648/11606/17178/17846",22,1.35965500960517,0.116438356164384,0.523497717578388,"17846/101118/14167/11606/59095/20266/57780/108058/72821/381290/20648/56188/18125/22629","Opposite",FALSE,FALSE,0.398058252427184
"GO BP:GO:0032436","GO BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process",89,1.10367067562433,0.268686868686869,0.662017649327375,"56736/26419/26420/27373/218215/414872/56637/22225/66725/269523/238896/23806/268291/14466/54609/74244/13132/71999/56085/106042/231600/75234/237353",51,1.02894305938622,0.398133748055988,0.864230162614891,"56812/66498/56438/12759/52551/56085/26420/170930/54609/93687/70620/26419/53312/19164/68034/14694/15511","Both positive",FALSE,FALSE,0.398133748055988
"GO BP:GO:0031126","GO BP","GO:0031126","sno(s)RNA 3'-end processing",12,-1.66830909627194,0.0195076918692665,0.162517573596247,"28036/227715/68280/245474/109075/237730",12,1.05937512550904,0.398290598290598,0.864230162614891,"237730/14113/245474/74108/28036/214627/227715","Opposite",FALSE,FALSE,0.398290598290598
"GO BP:GO:0043628","GO BP","GO:0043628","regulatory ncRNA 3'-end processing",12,-1.66830909627194,0.0195076918692665,0.162517573596247,"28036/227715/68280/245474/109075/237730",12,1.05937512550904,0.398290598290598,0.864230162614891,"237730/14113/245474/74108/28036/214627/227715","Opposite",FALSE,FALSE,0.398290598290598
"GO BP:GO:0043144","GO BP","GO:0043144","sno(s)RNA processing",14,-1.65859036577531,0.0257002825007422,0.192040744622742,"28036/227715/68280/245474/109075/237730",12,1.05937512550904,0.398290598290598,0.864230162614891,"237730/14113/245474/74108/28036/214627/227715","Opposite",FALSE,FALSE,0.398290598290598
"KEGG:mmu04540","KEGG","mmu04540","Gap junction",83,1.73487395628421,0.0020334172570524,0.0151857331324552,"16438/54195/15558/234889/18798/14677/227613/18795/53857/22145/22153/22142/11554/13645/26413/14784/18751/22152/18749/210044/11512/54635/22154/16440/18796/15559/14617",61,-1.03455847784081,0.398496240601504,0.691313920159515,"20663/18795/14679/18751/22145/14677/210044/13488/224129/104111/14678/18750/23939/14745/16438/16439/21872","Opposite",FALSE,FALSE,0.398496240601504
"GO MF:GO:0022858","GO MF","GO:0022858","alanine transmembrane transporter activity",15,1.7397191549145,0.0131402445110951,0.104363160607236,"215335/50934/67760/105727/69354/209837/234967/234595/21366",11,1.05335405552908,0.398936170212766,0.843136771695124,"17254/215335/55963","Both positive",FALSE,FALSE,0.398936170212766
"GO BP:GO:0098781","GO BP","GO:0098781","ncRNA transcription",132,1.02628249200932,0.39917695473251,0.744379365321295,"56717/11820/26939/22431/330474/20841/12159/68979/20586/21453/20019/12156/216443/20017/218333/17864/77634/11835/192657/20729/214384/319955/239719/103136/57432/404634/21429/13871/15251/20848/67040/20788/19285/19016/22160/14815/20602/212139",52,1.10665572008312,0.314241486068111,0.804869192044235,"13871/20788/330474/12166/22632/77305/26939/18148/68845/56484/13653/18150/20729/21453/21429/103136/17125/11820","Both positive",FALSE,FALSE,0.39917695473251
"GO BP:GO:1903311","GO BP","GO:1903311","regulation of mRNA metabolic process",282,-1.01796756110859,0.399598393574297,0.744946285288081,"110809/230738/170771/170791/237859/103213/72308/104625/76183/18173/268697/19877/217351/636931/378430/272009/231464/108014/67207/233033/71701/237400/28036/17454/101214/664883/57317/71723/224903/78784/12311/233833/224344/227715/78781/67710/225027/69125/229709/53379/15372/382035/69865/13164/18458/380601/67493/68280/76572/70439/230721/68035/52502/27374/59092/225929/20383/15388/14359/56190/67010/19205/212943/236732/213236/66899/380773/20382/20220/12193/12192/22057/60365/67578/107817/15473/69305/19712/666794/74645/11792/15384/17149/20462/224902/11758/18148/320769/268420/332397/19317/22608/100041953",183,1.38282310400968,0.0205575273736568,0.269619878246807,"18458/384569/19826/218693/219022/15481/15572/80912/101214/60365/18789/20658/56403/109095/71701/66354/66660/233908/170771/231464/20462/214290/11991/53872/18148/20383/18983/76183/13548/214498/54196/57317/20817/51796/231386/68035/19704/67493/666794/211948/19655/22033/14105/15381/108013/15568/72068/13992/69305/105859/67959/93686/170791/56215/14359/11758/68927/70640/60532/74108/17975/15473/66899/192170/14904/319817/380601/229096/230753/15384/19656/217980/380773/73158/107951/12696/67710/22185/15387/28036/214627/72587/227715","Opposite",FALSE,FALSE,0.399598393574297
"GO MF:GO:0046332","GO MF","GO:0046332","SMAD binding",82,1.41287495745971,0.0367647457098549,0.19929127445445,"11479/19042/65112/14000/52662/230597/233726/66354/12825/17126/12156/22284/17684/214384/328365/223642/13132/18854/12843/93836/16969/55994/269275/19016/12832/75788/223332/107765/18508",37,1.03191318052695,0.4,0.843136771695124,"18854/19290/12166/19291/66354/22632/12387/17126/14225/328572/17283/17125/11545","Both positive",FALSE,FALSE,0.4
"GO BP:GO:0007176","GO BP","GO:0007176","regulation of epidermal growth factor-activated receptor activity",21,1.43666988489106,0.0767676767676768,0.379037618467927,"11804/11820/232431/50754/231125",12,1.05497636318289,0.4,0.864828595286832,"22088/231125/28084/208092/19164/11491/11820","Both positive",FALSE,FALSE,0.4
"KEGG:mmu05212","KEGG","mmu05212","Pancreatic cancer",75,1.0197565878274,0.4,0.589915966386555,"18708/26419/56717/26420/16150/13555/18706/16451/21809/17126/20846/13645/26413/12575",46,-1.12459358148716,0.246341463414634,0.556483593612915,"19697/56717/20846/109880/26414/12540/16151","Opposite",FALSE,FALSE,0.4
"GO CC:GO:0000178","GO CC","GO:0000178","exosome (RNase complex)",22,-1.03935972116845,0.4,0.60039603960396,"338359/69639/67459/72662/66446/71701/227715/66583/52502/109075/213550/68533/57316",18,-1.64864495214131,0.0209816571889853,0.111465053816484,"338359/52502/72198/66583/72544/67459/72662","Both negative",FALSE,FALSE,0.4
"GO BP:GO:0016331","GO BP","GO:0016331","morphogenesis of embryonic epithelium",181,-1.01677891526677,0.4,0.745475910693302,"20481/14725/12370/140570/69718/19143/20666/21808/58234/226352/74392/12614/11783/70300/20681/56217/22158/65100/16373/18141/18643/56334/59024/20971/20115/15242/20682/14633/13800/18510/105782/18530/98711/14275",68,-1.04955282154283,0.348082595870207,0.835435921761032,"11350/50768/270685/106042/226352/18530/64930/22084/16911/170823/50884/21804/108156/74143/245866/11668/207304/15194/19878/11783/12808/14312","Both negative",FALSE,FALSE,0.4
"GO BP:GO:0030522","GO BP","GO:0030522","intracellular receptor signaling pathway",314,1.28710112118249,0.0149639339068046,0.137781127292843,"68585/72179/56736/71586/18667/230073/26419/100502841/101613/18479/228545/17978/55992/70572/11865/26379/19060/18095/56480/26381/26380/19883/21834/16452/15944/109593/192169/66354/20586/60595/81702/12156/93686/234311/19223/17684/19378/19052/16000/26413/17344/12753/11835/170744/14063/15481/328365/223752/16145/170826/93760/22337/80912/140792/13132/17874/18854/12953/228790/71732/19280/234594/74132/16969/56085/14251/56847/20848/67040/236900/22215/433938/22378/13205/22025/242691/243937/22629/19016/235041/22160/637515/14815/20602/108655/217365/12952/81897",136,1.03460166082624,0.400584795321637,0.864828595286832,"57320/15481/22230/12317/67890/80912/58184/19378/13123/18854/20779/56404/72179/22378/54445/66354/56085/12034/225913/15468/56351/16592/56496/54131/12064/14251/93687/26419/21833/14228/26413/14469/81702/217365/72068/15502/328572/93686/19280/12491/18760/11545/73242/72461/232286","Both positive",FALSE,FALSE,0.400584795321637
"GO BP:GO:0034381","GO BP","GO:0034381","plasma lipoprotein particle clearance",37,-1.37197389398054,0.0728744939271255,0.368085819644653,"11450/11812/329244/67800/238055/13660/83433/11807/14756/11816/56530/17846/68767",16,1.05397672895529,0.400667779632721,0.864828595286832,"17846/56530/12491/22359/11816/15387/13660/12306/16976","Opposite",FALSE,FALSE,0.400667779632721
"GO BP:GO:0072337","GO BP","GO:0072337","modified amino acid transport",42,1.0400043725713,0.40080971659919,0.745758626882036,"14411/83429/102680/67760/14412/20509/69906/212555/20517/69354/26570/27416",16,1.64985415349945,0.0100035201447287,0.180266686185295,"330064/18408/30805/11987/55963/11606/26570/69906/102857/11988","Both positive",FALSE,FALSE,0.40080971659919
"GO BP:GO:0046854","GO BP","GO:0046854","phosphatidylinositol phosphate biosynthetic process",54,1.83764722542761,0.000972374796822884,0.0195213471868493,"224020/269180/18708/18706/271424/668212/12700/104718/225326/16329/108083/55980/84095/12703/117150/227733/75669/242291/18718/213056/78610/18717/216233",31,-1.01660083334717,0.401098901098901,0.864828595286832,"213056/269180/74769/100504663/27399/18718/23827/75669/224020/117150/78610/668212","Opposite",FALSE,FALSE,0.401098901098901
