"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedPvalue","SharedFDR","JointPvalue"
"GO BP:GO:0097237","GO BP","GO:0097237","cellular response to toxic substance",55,-1.2889103777176,0.114851485148515,0.456511200436302,"11532/50873/20655/66112/18477/14866/18230/11669/18024/11758/320769/17751/68312/14528",37,-0.670033346635702,0.961432506887052,1,"14778/13885/12359/11532/20656/11668/11699/68312/268345","Both negative",FALSE,FALSE,0.961432506887052
"GO BP:GO:0018205","GO BP","GO:0018205","peptidyl-lysine modification",223,0.767941022246413,0.961616161616162,0.988894947202615,"71586/108079/320213/64451/239667/11820/228714/16568/79221/69612/14534/11977/217031/67773/76719/20586/19387/54169/20907/68501/233904/17344/232811/208043/235626/328365/319955/108143/69544/81601/192195/18854/56459/18044/73251/50995/15161/75826/80886/52690/26409/68346/226830/84505/20677/114671/78656/74729/66867/68073/207965/208727/94352/233405/54473/14526/67573/225888/237107/13653/98403/52615/109115/217127/67164/69726/64050/66233",111,1.67490379034866,0.000756060967470509,0.0324058138173502,"57320/17192/20174/107435/56397/217127/52690/18822/18854/72096/27632/67773/80886/105787/52915/108155/68043/54473/12387/14230/21761/213464/66233/56505/73247/623661/170930/110147/102115/232187/224619/13653/20907/110052/214917/66315/66867/14533/19387/108143/26409/28075/328572/140858/11820/70316/73242/81898","Both positive",FALSE,FALSE,0.961616161616162
"GO CC:GO:0030990","GO CC","GO:0030990","intraciliary transport particle",27,0.665063763745586,0.929006085192698,0.968619824726362,"74682/67661/81896/21821",13,-0.591157546038679,0.961625282167043,0.995268237003217,"12589/72938/264134/245866","Opposite",FALSE,FALSE,0.961625282167043
"GO BP:GO:0044070","GO BP","GO:0044070","regulation of monoatomic anion transport",25,1.08241422294623,0.334004024144869,0.700395405607645,"56717/94221/18671/77574/15275/20855/232748/18750/54670/19092/12724/277328",13,-0.594066748827874,0.961636828644501,1,"108071/26385/15275/18750/56717","Opposite",FALSE,FALSE,0.961636828644501
"GO CC:GO:0016592","GO CC","GO:0016592","mediator complex",36,-0.738658573189984,0.86815415821501,0.93874586580168,"67279/329650/68975/75613/264064/80509/67381/56771/28077/20933/66999/59024/108098/171285",14,-0.592713649053329,0.9618138424821,0.995268237003217,"23989/192191/75613/72567/67381/234959/69790","Both negative",FALSE,FALSE,0.9618138424821
"GO BP:GO:0021696","GO BP","GO:0021696","cerebellar cortex morphogenesis",46,1.29907971249553,0.124505928853755,0.469162968028061,"20239/72393/11941/11977/12404/19883/67453/22142/235439/22284/19156/14466/12286/94190/22241/319953/216049/67269/12568",25,-0.646337934943205,0.961832061068702,1,"12568/67269/11941/12286/12404/19247/22284/14804/66797","Opposite",FALSE,FALSE,0.961832061068702
"GO CC:GO:0043596","GO CC","GO:0043596","nuclear replication fork",42,-0.650846704908297,0.961847389558233,0.985243677412352,"69745/22040/70024/668213/68183/18972/193838/22590/19891/68275",17,-0.730802106113129,0.851674641148325,0.948237017010251,"18971/13990/22385/18972","Both negative",FALSE,FALSE,0.961847389558233
"GO BP:GO:0140718","GO BP","GO:0140718","facultative heterochromatin formation",44,0.821690068695127,0.7578125,0.912164420271495,"99982/54343/20586/13433/104271/223828/13435/116848/16468/75339/237339/84505/74522/331623",15,0.564023006807186,0.962046204620462,1,"17192/13548/18676","Both positive",FALSE,FALSE,0.962046204620462
"GO MF:GO:0004033","GO MF","GO:0004033","aldo-keto reductase (NADP) activity",25,-0.630968067902884,0.962226640159046,0.992296222664016,"66375/108841/105387/110198/70861/16498/58810/16497/208665/28200/98711/67861",12,0.966625882698708,0.51705565529623,0.883481284427545,"11677/58810/105014/108841","Opposite",FALSE,FALSE,0.962226640159046
"GO BP:GO:1904814","GO BP","GO:1904814","regulation of protein localization to chromosome, telomeric region",15,-1.23152185426704,0.201550387596899,0.58923302254135,"12462/21749/12466/216853/245474/12465/26914/12461",13,0.562622240392474,0.962356792144026,1,"18854/245474/12469/12462","Opposite",FALSE,FALSE,0.962356792144026
"GO BP:GO:1904816","GO BP","GO:1904816","positive regulation of protein localization to chromosome, telomeric region",13,-0.989167481526828,0.458574181117534,0.783587884077433,"30877/12462/12466/216853/245474/12465/12461",12,0.567299838320668,0.962393162393162,1,"18854/245474/12469/12462","Opposite",FALSE,FALSE,0.962393162393162
"GO BP:GO:0061003","GO BP","GO:0061003","positive regulation of dendritic spine morphogenesis",30,1.70602000426575,0.00567720973732233,0.0732036962877498,"19699/18472/17356/74143/108100/13048/12361/74006/53872/170731/16975/29819/17118/72162",24,-0.654765589952367,0.962406015037594,1,"74143/170731/56320/12323","Opposite",FALSE,FALSE,0.962406015037594
"KEGG:mmu00100","KEGG","mmu00100","Steroid biosynthesis",19,0.933826955544126,0.543650793650794,0.696428571428571,"15490/74754/20775/18194/13081/13595/14137/66234",13,0.5716121956335,0.962546816479401,0.97659069325736,"13595/74754","Both positive",FALSE,FALSE,0.962546816479401
"GO BP:GO:0061081","GO BP","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response",38,0.715174540150746,0.898039215686275,0.965385983788209,"68585/230073/104721/22418/17874/55991/100689/72162/16149/20361",16,-0.585887732902007,0.962779156327543,1,"72162/56200/228607/66824/68585/20361/18439","Opposite",FALSE,FALSE,0.962779156327543
"GO BP:GO:0071897","GO BP","GO:0071897","DNA biosynthetic process",179,-0.776898588620979,0.963106796116505,0.989786086920963,"26417/22596/12922/18018/268564/16882/93759/328417/12466/252973/22059/108689/69745/12428/216853/26400/20877/21752/11450/23892/22040/53379/12165/58994/19718/17869/245474/18972/106052/11692/26407/56210/59047/67513/18673/66181/382207/56626/12465/56351/332110/72836/12649/68275/50776/408022/14173/18148/12461/27015/14609",83,0.91311169037607,0.618834080717489,0.970046492157223,"106344/108689/217127/18854/20779/227737/56351/12387/68964/11991/18148/98956/68147/15519/68275/18481/26413/15381/245474/108058/12168/26417/26407/17283/70640/12469/74108/12462/21750/78903/214627/71718/18970/235587","Opposite",FALSE,FALSE,0.963106796116505
"GO BP:GO:1905508","GO BP","GO:1905508","protein localization to microtubule organizing center",37,1.68603908225208,0.00645198789686501,0.0808921170310506,"102774/53869/52023/56637/71982/15194/69654/320191/28135/18536/277939/20460/11789/244329/224139/77048",20,0.597864958994325,0.963272120200334,1,"320191/71982/69654/386649/102774/53869/68053/56513/209586/18536","Both positive",FALSE,FALSE,0.963272120200334
"GO BP:GO:1902430","GO BP","GO:1902430","negative regulation of amyloid-beta formation",19,1.7269842916645,0.0119527195010825,0.118371484011999,"68585/104001/27403/260302/20168/16000/20660",16,0.561860631724721,0.963272120200334,1,"12759/260302","Both positive",FALSE,FALSE,0.963272120200334
"GO BP:GO:0009125","GO BP","GO:0009125","nucleoside monophosphate catabolic process",23,-0.757415618191387,0.835616438356164,0.942018392534574,"72269/22436/22271/103850/230718/381101/76974/18950/99586",16,0.560505850420872,0.963272120200334,1,"99586/230718/103850/22271/11486/50773/14544/381101/18950/64705/23959/105446/11717/76952/72269/15452","Opposite",FALSE,FALSE,0.963272120200334
"GO MF:GO:0003995","GO MF","GO:0003995","acyl-CoA dehydrogenase activity",12,-1.76504680735185,0.0132483946716802,0.104363160607236,"71985/102632/66948/11409/11370/11364/270076/56357/11363/66885",11,-0.57437641527691,0.963470319634703,0.996091521608412,"229211/71985/11409/11370","Both negative",FALSE,FALSE,0.963470319634703
"GO MF:GO:0052890","GO MF","GO:0052890","oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",12,-1.76504680735185,0.0132483946716802,0.104363160607236,"71985/102632/66948/11409/11370/11364/270076/56357/11363/66885",11,-0.57437641527691,0.963470319634703,0.996091521608412,"229211/71985/11409/11370","Both negative",FALSE,FALSE,0.963470319634703
"GO BP:GO:0002700","GO BP","GO:0002700","regulation of production of molecular mediator of immune response",206,0.766141431197971,0.963855421686747,0.990074286784444,"68585/56228/230073/20852/16191/27278/17685/56715/245860/65113/57765/21809/16019/107823/17350/12487/104721/667803/19662/232811/13136/22418/94088/14063/17874/55991/100689/15006/72103/16190/15275/18861/16193/54215/15039/109820/11600/26409/13345/22160/72162/108655/16149/20361/81897/22030",54,-1.1785288715478,0.167630057803468,0.672250898436606,"56200/228607/77125/66824/68585/320795/18762/270151/15275/20361/11806/72103/22042/100561/22030/18673/72544/14964/16019/18439/13136","Opposite",FALSE,FALSE,0.963855421686747
"GO BP:GO:0071712","GO BP","GO:0071712","ER-associated misfolded protein catabolic process",12,-0.763222635210152,0.796078431372549,0.926275602220618,"30931/64136/11993/193670/67819/54197",10,0.573955588172976,0.963917525773196,1,"22230","Opposite",FALSE,FALSE,0.963917525773196
"GO CC:GO:0032156","GO CC","GO:0032156","septin cytoskeleton",14,1.55653380868284,0.048074054630802,0.167926882074414,"50772/52398/235072/20362/17165/56526/18951",11,-0.571321553824499,0.964044943820225,0.995845037453184,"18952/235072/18000/17165","Opposite",FALSE,FALSE,0.964044943820225
"GO BP:GO:0015800","GO BP","GO:0015800","acidic amino acid transport",74,0.704573290692448,0.964214711729622,0.990283006510074,"20910/18479/68267/20983/67760/14412/78830/67903/108073/18015/72961/226407/22044/99296/26570",53,1.07612809614194,0.329738058551618,0.816608275731465,"65106/94245/20511/232333/55963/26889/18216/12424/54208/20510/71803/12064/54393/26570/67903/19164/20512","Both positive",FALSE,FALSE,0.964214711729622
"GO BP:GO:0090497","GO BP","GO:0090497","mesenchymal cell migration",63,1.15295971499628,0.241379310344828,0.638311940319961,"17311/20346/12159/20347/21983/13869/20351/107586/11749/13641/20355/15251/108151/20354/14268/15559/12631/22160/20358/12540/20361/18935/18508/13617",23,0.615910054834396,0.964224872231687,1,"12558/20352/100169/20354/13869/23790/20351/20359/11749/20358/13641","Both positive",FALSE,FALSE,0.964224872231687
"GO BP:GO:0150063","GO BP","GO:0150063","visual system development",396,1.22018764945629,0.0394697725420243,0.257609297331895,"72759/21916/13836/110380/102774/11622/71997/22431/270120/22157/18759/12159/69453/83429/11923/77579/244585/12142/21834/15165/14180/12964/20586/21838/11830/114715/12161/12837/53404/208936/50769/237979/18771/13078/17342/241324/101809/268482/58235/67661/17684/26401/19378/81896/17158/14234/12292/21821/19662/21823/12577/74168/17300/244152/76743/12368/18514/230824/19274/13383/170731/225998/16147/236266/12677/93760/13193/104382/14688/320500/11826/216560/23928/18015/16795/29819/244891/226407/213081/73660/56847/15251/20848/12970/243853/30923/14221/16772/106042/13508/12628/50530/329165/17536/12951/232906/11789/13392/226641/12288/229759/16917/13345/17268/12954/14824/22160/12832/71492/12168/18516/67269/19893/12043",147,-0.785128793660858,0.964285714285714,1,"106042/76260/18514/114715/268396/18186/11537/19893/21916/71492/11789/22352/12266/29876/18213/16772/21823/71997/19763/100121/11423/170731/11668/19242/12259/226407/66993/12368/12628/16886/58208/27078/16779/12288/114716/77579/18015/24064","Opposite",FALSE,FALSE,0.964285714285714
"GO BP:GO:0045742","GO BP","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway",23,-0.852470249905224,0.684931506849315,0.880844410997781,"78600/226250/11606",11,0.573715030897742,0.964285714285714,1,"58184/11606/64143","Opposite",FALSE,FALSE,0.964285714285714
"KEGG:mmu03022","KEGG","mmu03022","Basal transcription factors",40,0.910646735525451,0.625242718446602,0.76409912109375,"12572/108143/71828/72504/13871/270627/14886/68776/319944/74469/237336/14885/66671",17,0.58412356118443,0.964349376114082,0.97659069325736,"13871/98053/74197/108143","Both positive",FALSE,FALSE,0.964349376114082
"GO BP:GO:0008589","GO BP","GO:0008589","regulation of smoothened signaling pathway",97,-0.999007665039471,0.434869739478958,0.769371949249824,"216858/20720/19206/69672/73668/14632/240888/14451/195208/319757/70300/22158/18933/14634/664805/71228/56334/20429/171469/14184/14694/269941/14633",35,-0.670147907246442,0.96448087431694,1,"17237/207425/12589/64706/67345/67466/68099/18605","Both negative",FALSE,FALSE,0.96448087431694
"GO MF:GO:0031420","GO MF","GO:0031420","alkali metal ion binding",23,1.30006148572422,0.123732251521298,0.4092,"110876/20265/18746/11928/55980/11544/20273/21665",16,0.582920646125777,0.964788732394366,0.996091521608412,"216134/20269/16514/13494/110876","Both positive",FALSE,FALSE,0.964788732394366
"GO MF:GO:0120015","GO MF","GO:0120015","sterol transfer activity",19,-2.03929993943014,0.000670278474535359,0.0112110961288722,"228983/170460/17777/238055/18830/207798/11807/20845/11816/67963/20280",15,-0.585241255708069,0.964953271028037,0.996091521608412,"170460/11303/11806/76303/18830","Both negative",FALSE,FALSE,0.964953271028037
"GO BP:GO:1904925","GO BP","GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization",15,0.555441031633333,0.965020576131687,0.99081857277311,"14466/170731/22333/75788/71648/59026",10,-1.31670268895822,0.15,0.64989109491497,"170731/68350/320528/59026/22333","Opposite",FALSE,FALSE,0.965020576131687
"GO BP:GO:0035567","GO BP","GO:0035567","non-canonical Wnt signaling pathway",58,1.07304735707482,0.351515151515152,0.710723244107466,"14365/13544/27373/20378/72780/17926/26564/22418/230824/68588/13132/20379/22417/93897/106042/69217",17,-0.56987191371314,0.965174129353234,1,"11350/104318/14369/106042/76441","Opposite",FALSE,FALSE,0.965174129353234
"GO BP:GO:0001541","GO BP","GO:0001541","ovarian follicle development",71,0.904124659705835,0.647177419354839,0.862540661425861,"17311/236899/11622/12159/17300/170731/18159/11516/100040608/381677/244891/109689/22215/11600/16322/11920/12043/16323/16867/56484/15387/13667",25,0.600673677170748,0.96551724137931,1,"20779/16590/56484/19353/217715/110355/236899","Both positive",FALSE,FALSE,0.96551724137931
"GO BP:GO:0001818","GO BP","GO:0001818","negative regulation of cytokine production",292,0.791005734375833,0.96551724137931,0.991139381765428,"13836/96875/20312/54616/101613/11746/56715/19261/52392/245860/102657/12560/65113/79221/57781/57765/52023/26390/26904/15944/21809/16000/16159/20226/14466/54450/52513/170744/244152/11815/67526/14063/100043462/260315/26874/16145/80385/81601/20320/18854/19280/107221/68039/18550/269855/19043/15234/229521/114128/16193/109689/14268/242691/17472/11600/19696/19016/13345/22160/224023/12367/18101/26365/26554/217365/16952",98,0.87949169482601,0.704545454545455,0.999759923175416,"67526/15183/67116/11829/22230/80385/68038/68051/19264/18854/11746/56438/229521/22632/17470/29811","Both positive",FALSE,FALSE,0.96551724137931
"GO BP:GO:0021692","GO BP","GO:0021692","cerebellar Purkinje cell layer morphogenesis",25,1.48905358875996,0.0563380281690141,0.329827688651218,"20239/72393/11941/11977/19883/67453/235439/19156/14466/12286/319953/67269/57754",13,0.551669183812227,0.965630114566285,1,"16825/57754/19156","Both positive",FALSE,FALSE,0.965630114566285
"GO BP:GO:0070374","GO BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade",214,-0.766577516573205,0.965931863727455,0.991244216028304,"18129/20304/18168/68235/109905/12311/117148/26400/13176/11350/12978/16175/12770/13856/20290/107607/244882/22340/12266/99571/14172/213452/20303/18590/226781/14164/23991/14170/18186/15461/18673/12633/27632/14678/12273/83433/18816/76954/18217/11816/19247/52065/14173/18595/218952/14184/20305/18128/20300/17751/12929/171285",78,-0.984642463005661,0.47239263803681,0.900916380297824,"14219/68235/19247/252864/226781/26400/14678/76089/18750/17886/18816/109880/18673/109905/24064","Both negative",FALSE,FALSE,0.965931863727455
"KEGG:mmu04218","KEGG","mmu04218","Cellular senescence",158,-0.753085987176306,0.966067864271457,0.967181467181467,"11739/233020/19059/14235/18019/63873/26415/103213/12534/15013/26417/268697/18018/93759/21812/22059/56458/242705/12428/20130/16175/15258/12579/17869/12445/12334/15257/12442/26396/15461/23882/21808/12571/12193/12192/18033/12649/17246/12567/11651/231724/12566/217708/50883/16439/18021/13559/15574/75600/19651",57,-1.44507600206909,0.0219069004974799,0.152861483471304,"215999/19046/22335/19697/56717/20130/16438/16439/12334/22334/11739/14964/22333","Both negative",FALSE,FALSE,0.966067864271457
"GO MF:GO:0008307","GO MF","GO:0008307","structural constituent of muscle",21,-0.618142527625779,0.966067864271457,0.992724583250281,"216459/13138/57339/17880/13008/17904/13009/12335/22138/17907/13007",11,-1.2212794615409,0.219178082191781,0.687271241249423,"13007/53318/13405/68810/17880/57339/18810","Both negative",FALSE,FALSE,0.966067864271457
"GO BP:GO:0010563","GO BP","GO:0010563","negative regulation of phosphorus metabolic process",412,1.08026622712472,0.254032258064516,0.650637007999635,"107895/108837/63913/59046/18810/97998/56717/20597/50918/16150/15259/56715/238871/19261/17762/11622/110532/17973/15357/208643/232431/226849/20404/19211/19060/15525/19281/52023/217039/26904/76469/56637/14586/19085/66725/21838/56032/114715/98496/105352/19878/70834/12156/13829/319801/19255/19084/19017/20563/16000/56398/63953/231125/170835/240754/14466/12575/12577/20660/230899/214384/97541/18605/72828/260299/56417/69802/12953/13197/103136/18768/20541/18015/66861/241289/20459/72349/15234/12703/56013/227733/70686/14226/20354/16193/109689/78388/22375/17472/19277/70769/11789/19062/11600/19016/16332/22223/12367/26365/18750/18214/110893/547253/233328/13405/13542",231,-0.793392275520524,0.966101694915254,1,"333433/14870/109689/11540/72349/19877/74769/18762/64383/114715/52840/19084/97998/72269/72828/100504663/110524/11789/105855/19049/23980/22084/15444/14783/18213/26936/13405/11305/50918/74521/13488/18546/16202/69726/16413/56193/69601/14226/63913/66437/66725/11757/14678/18750/56717/69802/71782/19062/18810/208650/107895/114716/19878/18015/24064/19060/319801/18605","Opposite",FALSE,FALSE,0.966101694915254
"GO BP:GO:0045936","GO BP","GO:0045936","negative regulation of phosphate metabolic process",412,1.08026622712472,0.254032258064516,0.650637007999635,"107895/108837/63913/59046/18810/97998/56717/20597/50918/16150/15259/56715/238871/19261/17762/11622/110532/17973/15357/208643/232431/226849/20404/19211/19060/15525/19281/52023/217039/26904/76469/56637/14586/19085/66725/21838/56032/114715/98496/105352/19878/70834/12156/13829/319801/19255/19084/19017/20563/16000/56398/63953/231125/170835/240754/14466/12575/12577/20660/230899/214384/97541/18605/72828/260299/56417/69802/12953/13197/103136/18768/20541/18015/66861/241289/20459/72349/15234/12703/56013/227733/70686/14226/20354/16193/109689/78388/22375/17472/19277/70769/11789/19062/11600/19016/16332/22223/12367/26365/18750/18214/110893/547253/233328/13405/13542",231,-0.793392275520524,0.966101694915254,1,"333433/14870/109689/11540/72349/19877/74769/18762/64383/114715/52840/19084/97998/72269/72828/100504663/110524/11789/105855/19049/23980/22084/15444/14783/18213/26936/13405/11305/50918/74521/13488/18546/16202/69726/16413/56193/69601/14226/63913/66437/66725/11757/14678/18750/56717/69802/71782/19062/18810/208650/107895/114716/19878/18015/24064/19060/319801/18605","Opposite",FALSE,FALSE,0.966101694915254
"GO BP:GO:0051962","GO BP","GO:0051962","positive regulation of nervous system development",377,1.66818617592109,9.48008365780871e-06,0.00055175826353338,"68585/330914/18222/76965/67784/14365/230598/20312/65945/18708/104156/26419/56717/15902/99633/28000/18479/211187/107831/216856/19699/399558/12405/331461/18845/245446/24001/52822/104015/17762/13047/76527/18472/229715/18759/107065/83431/13690/18606/14083/17356/99982/20616/268902/13555/13640/382253/21826/69807/330814/12404/19266/27279/56637/68151/66354/53605/68792/242384/12156/74143/330790/21983/20563/108100/319740/16000/13048/12361/12904/17158/17760/232370/14567/17344/18121/22368/74006/17755/22418/665113/19047/53872/170731/114606/54214/224617/16975/20351/13193/20320/56711/29819/396184/329559/99412/13004/99152/15251/98733/211323/65086/14265/13508/11418/20354/16193/14268/16728/11484/319387/22341/19016/17118/11421/59041/72162/216049/12168/18750/216028/75788/16653/23966/71751/11595/20361",238,0.754193205620772,0.966197183098592,1,"210933/192167/18189/13690/245446/71955/16590/12978/331461/17762/66354/211187/15228/16885/13138/19283/19266/53605/12387/14083/23873/65945/53872/67891/140570/74342/52822/378937/71228/66713/19262/242384/74117/12064/17242/23999/216344/17380/70620/216856/319387/18481/26419/12904/20312/67784/217715","Both positive",FALSE,FALSE,0.966197183098592
"GO BP:GO:0060993","GO BP","GO:0060993","kidney morphogenesis",98,1.08970846407871,0.279761904761905,0.668924947315797,"20472/243931/11622/22431/12159/83429/23967/15229/66725/12156/22420/15213/18121/18514/13383/13869/20471/228790/231470/218476/14537/22417/21853/54710/20677/12043/58198/56753/22408/100503085/23908/11607",19,0.577553970545543,0.966386554621849,1,"12505/11606/12387/66398/23908/13869","Both positive",FALSE,FALSE,0.966386554621849
"GO BP:GO:0099625","GO BP","GO:0099625","ventricular cardiac muscle cell membrane repolarization",24,0.747969484331157,0.824847250509165,0.936943770318736,"109676/12293/70729/433809/56543/16511/192775",12,-0.568548400573119,0.966426858513189,1,"109676/230709/399548/100986","Opposite",FALSE,FALSE,0.966426858513189
"GO BP:GO:1903423","GO BP","GO:1903423","positive regulation of synaptic vesicle recycling",17,2.01039065258141,0.00115315653962919,0.0221015863667902,"26875/104015/20616/66725/11773/75734/19057/13429/74006/18786",16,0.554067117328241,0.96661101836394,1,"192167","Both positive",FALSE,FALSE,0.96661101836394
"GO BP:GO:0098953","GO BP","GO:0098953","receptor diffusion trapping",14,1.09878408265578,0.32016632016632,0.692275097183073,"81904/54376/16416/109246/140723/12300",13,-0.585867867097415,0.966751918158568,1,"54377/13385/268566/19684","Opposite",FALSE,FALSE,0.966751918158568
"GO BP:GO:1902932","GO BP","GO:1902932","positive regulation of alcohol biosynthetic process",28,-0.600663184236136,0.966861598440546,0.991849055419077,"18216/17171/20787/17886/18984/18441/235623/67815/26361/11517/14164/18799/20280",14,1.28558178570041,0.169129720853859,0.674844331723813,"20788/235623/11517/18216/20280","Opposite",FALSE,FALSE,0.966861598440546
"GO MF:GO:0031690","GO MF","GO:0031690","adrenergic receptor binding",23,1.02144312866209,0.438133874239351,0.732594139246886,"238871/11554/11556/19052/109689/22223/76089/17999",18,-0.58145559910451,0.967136150234742,0.996091521608412,"238871/22223/19052/14799/109689/13385/12261/76089","Opposite",FALSE,FALSE,0.967136150234742
"KEGG:mmu04610","KEGG","mmu04610","Complement and coagulation cascades",77,0.697872982347646,0.967181467181467,0.967181467181467,"12263/17174/22370/21824/12258/13136/50909/21788/15160/18792/12628/109254/14064/14069/12630/109828/16621/15139/17195/14061/14161/18815/18791/20701/74145/50908/12062/19124/232345/20703",42,-2.37120422383102,4.6073409467124e-07,3.61676264316923e-05,"20700/12259/12258/12628/18815/20701/16644/18816/20704/16621/20703/12509/11905/22370/110382/14061/13136","Opposite",FALSE,FALSE,0.967181467181467
"GO CC:GO:0000793","GO CC","GO:0000793","condensed chromosome",281,0.950539625589782,0.612781954887218,0.780653313957162,"234663/16579/234865/71876/13191/75786/269966/211651/16319/67948/76707/26992/20588/18472/83431/235661/384619/17931/13426/53598/20964/26380/235072/103468/67773/76719/20586/19387/17350/22142/57261/83797/68501/24061/232811/69654/68942/67955/72415/445007/19047/637277/12617/54392/68298/81601",116,0.708236132570418,0.967407407407407,0.997586494640221,"445007/59288/67955/68942/52696/230082/103468/76959/69654/67773/56150/17120/70998","Both positive",FALSE,FALSE,0.967407407407407
"KEGG:mmu04916","KEGG","mmu04916","Melanogenesis",96,1.30700660101335,0.0751445086705202,0.217981178044236,"14365/17311/18798/14677/13544/18795/22178/56637/22410/22420/17342/22409/26413/216795/12325/18751/22418/14681/18749/210044/11512/22417/78284/93897/18796/108058/18750/16653/93735/13542",42,0.634572622290613,0.967409948542024,0.97659069325736,"14682/16590/18176/11514/12387/13542/26413/108058/16653/26417/328572","Both positive",FALSE,FALSE,0.967409948542024
"GO BP:GO:0035418","GO BP","GO:0035418","protein localization to synapse",100,1.98628854988568,1.07992191499098e-05,0.000617209426009259,"65945/216831/11496/67826/216856/19699/26875/81904/16593/17762/65114/53324/23888/12889/54376/53869/20614/56637/243547/72978/26556/12217/108100/74513/232370/56149/246317/665113/13383/13869/56216/18190/29819/22318/70546/14810/11418/73340/26414",88,0.698978218035179,0.967441860465116,1,"192167/18189/17762/108155/13138/65114/16593/65945/74342/23859/14810/17274/18164/80718/269788/216856/67826/56508/73340/53869","Both positive",FALSE,FALSE,0.967441860465116
"GO BP:GO:0006921","GO BP","GO:0006921","cellular component disassembly involved in execution phase of apoptosis",31,0.607490668381564,0.967545638945233,0.991987521714394,"13347/208194/13368",11,-1.5125600632501,0.0417630903771176,0.396445832717949,"208194/106025/66454/51800/11783","Opposite",FALSE,FALSE,0.967545638945233
"GO BP:GO:0002286","GO BP","GO:0002286","T cell activation involved in immune response",102,-0.993861966766466,0.456692913385827,0.783251613597643,"15894/18173/54644/22059/17221/16854/16842/16194/240873/16183/18534/105855/17173/20737/80859/19698/19885/11891/83430/17863/23882/22694/103743/12520/16173/14127/240354/16189/16950/171285/20104/17242",23,0.607834499690635,0.96763202725724,1,"15894/230126/27103/17242/19164/16952/17283/14127/319817/20351/16173","Opposite",FALSE,FALSE,0.96763202725724
"GO BP:GO:0030514","GO BP","GO:0030514","negative regulation of BMP signaling pathway",57,-1.4780561572319,0.0250847660037662,0.189463571079977,"23892/21416/11350/14362/15258/20481/14725/71753/229285/22057/66313/74499/50766/56213/664805/18128/71950/66042",11,0.560967901071195,0.967687074829932,1,"68526","Opposite",FALSE,FALSE,0.967687074829932
"GO BP:GO:0046479","GO BP","GO:0046479","glycosphingolipid catabolic process",14,1.12545809153163,0.301455301455301,0.681225195532073,"23956/19156/14466/18010/230101/11605",11,0.567555531131902,0.967687074829932,1,"19156/15211/14466/14667/230101/15212/18010/18753/14420/50877/11605","Both positive",FALSE,FALSE,0.967687074829932
"GO MF:GO:0004693","GO MF","GO:0004693","cyclin-dependent protein serine/threonine kinase activity",29,0.75715275357795,0.835294117647059,0.954279896827215,"381113/382253/12572/237459/71091/18557/12568/53886/271697/66671/12537/69131/18647/78334",13,0.565657032180899,0.967799642218247,0.996091521608412,"18647","Both positive",FALSE,FALSE,0.967799642218247
"GO MF:GO:0097472","GO MF","GO:0097472","cyclin-dependent protein kinase activity",29,0.75715275357795,0.835294117647059,0.954279896827215,"381113/382253/12572/237459/71091/18557/12568/53886/271697/66671/12537/69131/18647/78334",13,0.565657032180899,0.967799642218247,0.996091521608412,"18647","Both positive",FALSE,FALSE,0.967799642218247
"GO BP:GO:0006261","GO BP","GO:0006261","DNA-templated DNA replication",149,-0.742517862936849,0.967935871743487,0.991987521714394,"17216/69270/69745/22404/17220/17219/21681/56009/70024/17217/66991/19718/11628/18972/193838/210711/225160/93696/79456/67444/66403/234736/230709/66983/22036/50776/59001/12566/77011/408022/13804/18148/20892/14182/272551",38,0.834127902360149,0.75,1,"106344/217127/22687/19290/97827","Opposite",FALSE,FALSE,0.967935871743487
"GO BP:GO:0034243","GO BP","GO:0034243","regulation of transcription elongation by RNA polymerase II",72,-0.672376938235629,0.968253968253968,0.991987521714394,"68092/28077/13716/101631/14056/52609/27632/20933/12005/66999/106389/108098",35,0.723598340015092,0.894654088050314,1,"16825/26896/27632/72949/12387/98053/214498","Opposite",FALSE,FALSE,0.968253968253968
"GO BP:GO:0140056","GO BP","GO:0140056","organelle localization by membrane tethering",81,1.9063551408202,0.000185605314169855,0.00560704815758837,"11938/20910/19339/16500/20979/30960/228545/546134/75909/66482/18457/102058/69940/22249/20907/53413/53331/67295/234593/23943/67727/116838/14681/56216/71732/83671/67474/211446/56041/56389/22318/18951/382018/20336/69908/116837",63,0.667104721813019,0.968277945619335,1,"30960/102058/228960/100226/107371/17274/211446/52635/20907/68328/235442/64143/19328/69940","Both positive",FALSE,FALSE,0.968277945619335
