"FeatureKey","FeatureLabel","KEGGCompound","PathwayID","PathwayName"
"FT3384NR","Cyclic AMP","C00575","mmu04928","Parathyroid hormone synthesis, secretion and action"
"FT3384NR","Cyclic AMP","C00575","mmu04934","Cushing syndrome"
"FT3384NR","Cyclic AMP","C00575","mmu04935","Growth hormone synthesis, secretion and action"
"FT3384NR","Cyclic AMP","C00575","mmu04960","Aldosterone-regulated sodium reabsorption"
"FT3384NR","Cyclic AMP","C00575","mmu04961","Endocrine and other factor-regulated calcium reabsorption"
"FT3384NR","Cyclic AMP","C00575","mmu04962","Vasopressin-regulated water reabsorption"
"FT3384NR","Cyclic AMP","C00575","mmu04970","Salivary secretion"
"FT3384NR","Cyclic AMP","C00575","mmu04971","Gastric acid secretion"
"FT3384NR","Cyclic AMP","C00575","mmu04972","Pancreatic secretion"
"FT3384NR","Cyclic AMP","C00575","mmu04976","Bile secretion"
"FT3384NR","Cyclic AMP","C00575","mmu05012","Parkinson disease"
"FT3384NR","Cyclic AMP","C00575","mmu05020","Prion disease"
"FT3384NR","Cyclic AMP","C00575","mmu05030","Cocaine addiction"
"FT3384NR","Cyclic AMP","C00575","mmu05031","Amphetamine addiction"
"FT3384NR","Cyclic AMP","C00575","mmu05032","Morphine addiction"
"FT3384NR","Cyclic AMP","C00575","mmu05034","Alcoholism"
"FT3384NR","Cyclic AMP","C00575","mmu05133","Pertussis"
"FT3384NR","Cyclic AMP","C00575","mmu05142","Chagas disease"
"FT3384NR","Cyclic AMP","C00575","mmu05146","Amoebiasis"
"FT3384NR","Cyclic AMP","C00575","mmu05165","Human papillomavirus infection"
"FT3384NR","Cyclic AMP","C00575","mmu05166","Human T-cell leukemia virus 1 infection"
"FT3384NR","Cyclic AMP","C00575","mmu05200","Pathways in cancer"
"FT3384NR","Cyclic AMP","C00575","mmu05207","Chemical carcinogenesis - receptor activation"
"FT3384NR","Cyclic AMP","C00575","mmu05414","Dilated cardiomyopathy"
"FT0871PR","Taurine","C00245","mmu00120","Primary bile acid biosynthesis"
"FT0871PR","Taurine","C00245","mmu00430","Taurine and hypotaurine metabolism"
"FT0871PR","Taurine","C00245","mmu00920","Sulfur metabolism"
"FT0871PR","Taurine","C00245","mmu02010","ABC transporters"
"FT0871PR","Taurine","C00245","mmu04080","Neuroactive ligand-receptor interaction"
"FT1531PR","2-Keto-glutaramic acid","C00940","mmu00250","Alanine, aspartate and glutamate metabolism"
"FT0257PR","Piperidine","C01746","mmu04974","Protein digestion and absorption"
"FT2869NR","Eicosapentaenoic acid","C06428","mmu01040","Biosynthesis of unsaturated fatty acids"
"FT1502PR","Methionine sulfoxide","C02989","mmu00270","Cysteine and methionine metabolism"
"FT3694PR","5'-Methylthioadenosine","C00170","mmu00270","Cysteine and methionine metabolism"
"FT2633NR","Thymidine","C00214","mmu00240","Pyrimidine metabolism"
"FT3420PR","5-Methylthioribulose 1-phosphate","C04582","mmu00270","Cysteine and methionine metabolism"
"FT1565PR","3-Methylhistidine","C01152","mmu00340","Histidine metabolism"
"FT3220NR","20-Hydroxyeicosatetraenoic acid","C14748","mmu00590","Arachidonic acid metabolism"
"FT3220NR","20-Hydroxyeicosatetraenoic acid","C14748","mmu04270","Vascular smooth muscle contraction"
"FT1276PR","L-Methionine","C00073","mmu00270","Cysteine and methionine metabolism"
"FT1276PR","L-Methionine","C00073","mmu00470","D-Amino acid metabolism"
"FT1276PR","L-Methionine","C00073","mmu00670","One carbon pool by folate"
"FT1276PR","L-Methionine","C00073","mmu00920","Sulfur metabolism"
"FT1276PR","L-Methionine","C00073","mmu00970","Aminoacyl-tRNA biosynthesis"
"FT1276PR","L-Methionine","C00073","mmu01523","Antifolate resistance"
"FT1276PR","L-Methionine","C00073","mmu04148","Efferocytosis"
"FT1276PR","L-Methionine","C00073","mmu04974","Protein digestion and absorption"
"FT1276PR","L-Methionine","C00073","mmu04978","Mineral absorption"
"FT1276PR","L-Methionine","C00073","mmu04980","Cobalamin transport and metabolism"
"FT1276PR","L-Methionine","C00073","mmu04981","Folate transport and metabolism"
"FT1276PR","L-Methionine","C00073","mmu05230","Central carbon metabolism in cancer"
"FT4028PR","Prostaglandin A2","C05953","mmu00590","Arachidonic acid metabolism"
"FT4028PR","Prostaglandin A2","C05953","mmu04726","Serotonergic synapse"
"FT6182PR","LysoPC(P-18:0/0:0)","C04230","mmu00564","Glycerophospholipid metabolism"
"FT6182PR","LysoPC(P-18:0/0:0)","C04230","mmu04148","Efferocytosis"
"FT6182PR","LysoPC(P-18:0/0:0)","C04230","mmu05231","Choline metabolism in cancer"
"FT1527NR","2-Keto-3-deoxy-D-gluconic acid","C01216","mmu00052","Galactose metabolism"
"FT3915PR","gamma-Glutamyltyrosine","C01151","mmu00030","Pentose phosphate pathway"
"FT3915PR","gamma-Glutamyltyrosine","C01151","mmu00440","Phosphonate and phosphinate metabolism"
"FT1566NR","L-Glutamic acid 5-phosphate","C03287","mmu00330","Arginine and proline metabolism"
"FT1216PR","4-Trimethylammoniobutanoic acid","C01181","mmu00310","Lysine degradation"
"FT1216PR","4-Trimethylammoniobutanoic acid","C01181","mmu02010","ABC transporters"
"FT3264NR","Uridine 3'-monophosphate","C01368","mmu00240","Pyrimidine metabolism"
"FT1647PR","N2-Acetylornithine","C00437","mmu00220","Arginine biosynthesis"
"FT4064NR","Phosphoribosyl formamidocarboxamide","C04734","mmu00230","Purine metabolism"
"FT0811NR","D-Tagatose","C00795","mmu00052","Galactose metabolism"
"FT2033NR","Palmitelaidic acid","C08362","mmu00061","Fatty acid biosynthesis"
"FT3452NR","Glycineamideribotide","C03838","mmu00230","Purine metabolism"
"FT4685PR","MG(20:4/0:0)","C13856","mmu04080","Neuroactive ligand-receptor interaction"
"FT4685PR","MG(20:4/0:0)","C13856","mmu04714","Thermogenesis"
"FT4685PR","MG(20:4/0:0)","C13856","mmu04723","Retrograde endocannabinoid signaling"
"FT0088NR","L-Alanine","C00041","mmu00250","Alanine, aspartate and glutamate metabolism"
"FT0088NR","L-Alanine","C00041","mmu00270","Cysteine and methionine metabolism"
"FT0088NR","L-Alanine","C00041","mmu00430","Taurine and hypotaurine metabolism"
"FT0088NR","L-Alanine","C00041","mmu00450","Selenocompound metabolism"
"FT0088NR","L-Alanine","C00041","mmu00470","D-Amino acid metabolism"
"FT0088NR","L-Alanine","C00041","mmu00970","Aminoacyl-tRNA biosynthesis"
"FT0088NR","L-Alanine","C00041","mmu02010","ABC transporters"
"FT0088NR","L-Alanine","C00041","mmu04122","Sulfur relay system"
"FT0088NR","L-Alanine","C00041","mmu04974","Protein digestion and absorption"
"FT0088NR","L-Alanine","C00041","mmu04978","Mineral absorption"
"FT0088NR","L-Alanine","C00041","mmu05230","Central carbon metabolism in cancer"
"FT0127NR","Mesylate","C11145","mmu00920","Sulfur metabolism"
"FT1188NR","5,6-Dihydroxyindole-2-carboxylic acid","C04185","mmu00350","Tyrosine metabolism"
"FT3111NR","5'-phosphoribosyl-N-formylglycinamide","C04376","mmu00230","Purine metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00020","Citrate cycle (TCA cycle)"
"FT1174NR","Oxoglutaric acid","C00026","mmu00040","Pentose and glucuronate interconversions"
"FT1174NR","Oxoglutaric acid","C00026","mmu00053","Ascorbate and aldarate metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00220","Arginine biosynthesis"
"FT1174NR","Oxoglutaric acid","C00026","mmu00250","Alanine, aspartate and glutamate metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00310","Lysine degradation"
"FT1174NR","Oxoglutaric acid","C00026","mmu00340","Histidine metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00430","Taurine and hypotaurine metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00470","D-Amino acid metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00630","Glyoxylate and dicarboxylate metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00650","Butanoate metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00660","C5-Branched dibasic acid metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu00785","Lipoic acid metabolism"
"FT1174NR","Oxoglutaric acid","C00026","mmu04066","HIF-1 signaling pathway"
"FT1174NR","Oxoglutaric acid","C00026","mmu04727","GABAergic synapse"
"FT1174NR","Oxoglutaric acid","C00026","mmu04922","Glucagon signaling pathway"
"FT1174NR","Oxoglutaric acid","C00026","mmu04964","Proximal tubule bicarbonate reclamation"
"FT1174NR","Oxoglutaric acid","C00026","mmu04976","Bile secretion"
"FT1174NR","Oxoglutaric acid","C00026","mmu05230","Central carbon metabolism in cancer"
"FT2852PR","L-Aspartyl-4-phosphate","C03082","mmu00260","Glycine, serine and threonine metabolism"
"FT2852PR","L-Aspartyl-4-phosphate","C03082","mmu00270","Cysteine and methionine metabolism"
"FT0490NR","Ornithine","C00077","mmu00220","Arginine biosynthesis"
"FT0490NR","Ornithine","C00077","mmu00330","Arginine and proline metabolism"
"FT0490NR","Ornithine","C00077","mmu00470","D-Amino acid metabolism"
"FT0490NR","Ornithine","C00077","mmu00480","Glutathione metabolism"
"FT0490NR","Ornithine","C00077","mmu02010","ABC transporters"
"FT0490NR","Ornithine","C00077","mmu04148","Efferocytosis"
"FT1363NR","Dehydroascorbic acid","C05422","mmu00053","Ascorbate and aldarate metabolism"
"FT1363NR","Dehydroascorbic acid","C05422","mmu00480","Glutathione metabolism"
"FT4023NR","Guanosine monophosphate","C00144","mmu00230","Purine metabolism"
"FT4023NR","Guanosine monophosphate","C00144","mmu01523","Antifolate resistance"
"FT4023NR","Guanosine monophosphate","C00144","mmu04022","cGMP-PKG signaling pathway"
"FT4023NR","Guanosine monophosphate","C00144","mmu04740","Olfactory transduction"
"FT4023NR","Guanosine monophosphate","C00144","mmu04742","Taste transduction"
"FT4023NR","Guanosine monophosphate","C00144","mmu04744","Phototransduction"
"FT6735NR","Uridine diphosphate glucuronic acid","C00167","mmu00040","Pentose and glucuronate interconversions"
"FT6735NR","Uridine diphosphate glucuronic acid","C00167","mmu00053","Ascorbate and aldarate metabolism"
"FT6735NR","Uridine diphosphate glucuronic acid","C00167","mmu00520","Amino sugar and nucleotide sugar metabolism"
"FT6735NR","Uridine diphosphate glucuronic acid","C00167","mmu00541","Biosynthesis of various nucleotide sugars"
"FT1230PR","L-Lysine","C00047","mmu00310","Lysine degradation"
"FT1230PR","L-Lysine","C00047","mmu00470","D-Amino acid metabolism"
"FT1230PR","L-Lysine","C00047","mmu00780","Biotin metabolism"
"FT1230PR","L-Lysine","C00047","mmu00970","Aminoacyl-tRNA biosynthesis"
"FT1230PR","L-Lysine","C00047","mmu02010","ABC transporters"
"FT1230PR","L-Lysine","C00047","mmu04974","Protein digestion and absorption"
"FT0576PR","Choline","C00114","mmu00260","Glycine, serine and threonine metabolism"
"FT0576PR","Choline","C00114","mmu00564","Glycerophospholipid metabolism"
"FT0576PR","Choline","C00114","mmu00670","One carbon pool by folate"
"FT0576PR","Choline","C00114","mmu02010","ABC transporters"
"FT0576PR","Choline","C00114","mmu04082","Neuroactive ligand signaling"
"FT0576PR","Choline","C00114","mmu04725","Cholinergic synapse"
"FT0576PR","Choline","C00114","mmu04976","Bile secretion"
"FT0576PR","Choline","C00114","mmu04981","Folate transport and metabolism"
"FT0576PR","Choline","C00114","mmu05231","Choline metabolism in cancer"
"FT1790NR","Homocarnosine","C00884","mmu00330","Arginine and proline metabolism"
"FT6835NR","GDP-L-fucose","C00325","mmu00051","Fructose and mannose metabolism"
"FT6835NR","GDP-L-fucose","C00325","mmu00520","Amino sugar and nucleotide sugar metabolism"
"FT6835NR","GDP-L-fucose","C00325","mmu00541","Biosynthesis of various nucleotide sugars"
"FT2165NR","5-Fluorouridine","C16633","mmu00983","Drug metabolism - other enzymes"
"FT1666PR","Citrulline","C00327","mmu00220","Arginine biosynthesis"
"FT7038NR","Oxidized glutathione","C00127","mmu00480","Glutathione metabolism"
"FT7038NR","Oxidized glutathione","C00127","mmu04216","Ferroptosis"
"FT7038NR","Oxidized glutathione","C00127","mmu04918","Thyroid hormone synthesis"
"FT7038NR","Oxidized glutathione","C00127","mmu05208","Chemical carcinogenesis - reactive oxygen species"
"FT7038NR","Oxidized glutathione","C00127","mmu05415","Diabetic cardiomyopathy"
"FT0068NR","3-Hydroxybutyric acid","C01089","mmu00650","Butanoate metabolism"
"FT0068NR","3-Hydroxybutyric acid","C01089","mmu04024","cAMP signaling pathway"
"FT0981PR","Creatine","C00300","mmu00260","Glycine, serine and threonine metabolism"
"FT0981PR","Creatine","C00300","mmu00330","Arginine and proline metabolism"
"FT1886PR","5-Hydroxyindoleacetic acid","C05635","mmu00380","Tryptophan metabolism"
"FT1886PR","5-Hydroxyindoleacetic acid","C05635","mmu04726","Serotonergic synapse"
"FT4302PR","Berberine","C00757","mmu04152","AMPK signaling pathway"
"FT2979NR","cis-8,11,14-Eicosatrienoic Acid","C03242","mmu00591","Linoleic acid metabolism"
"FT2979NR","cis-8,11,14-Eicosatrienoic Acid","C03242","mmu01040","Biosynthesis of unsaturated fatty acids"
"FT4139NR","6-keto-PGF1alpha","C05961","mmu00590","Arachidonic acid metabolism"
"FT0818PR","Niacinamide","C00153","mmu00760","Nicotinate and nicotinamide metabolism"
"FT0818PR","Niacinamide","C00153","mmu04977","Vitamin digestion and absorption"
"FT0251NR","Glycolic acid","C00160","mmu00630","Glyoxylate and dicarboxylate metabolism"
"FT1453PR","L-Carnitine","C00318","mmu04714","Thermogenesis"
"FT1453PR","L-Carnitine","C00318","mmu04976","Bile secretion"
"FT1453PR","L-Carnitine","C00318","mmu05415","Diabetic cardiomyopathy"
"FT3862NR","FA(20:3;O3)","C00639","mmu00590","Arachidonic acid metabolism"
"FT3862NR","FA(20:3;O3)","C00639","mmu04072","Phospholipase D signaling pathway"
"FT3862NR","FA(20:3;O3)","C00639","mmu04080","Neuroactive ligand-receptor interaction"
"FT3862NR","FA(20:3;O3)","C00639","mmu04726","Serotonergic synapse"
"FT3862NR","FA(20:3;O3)","C00639","mmu04913","Ovarian steroidogenesis"
"FT3862NR","FA(20:3;O3)","C00639","mmu04921","Oxytocin signaling pathway"
"FT3862NR","FA(20:3;O3)","C00639","mmu04976","Bile secretion"
"FT1761PR","Phosphorylcholine","C00588","mmu00564","Glycerophospholipid metabolism"
"FT1761PR","Phosphorylcholine","C00588","mmu05231","Choline metabolism in cancer"
"FT0969PR","5,6-Dihydroxyindole","C05578","mmu00350","Tyrosine metabolism"
"FT1074PR","Hypoxanthine","C00262","mmu00230","Purine metabolism"
"FT0986NR","Phosphonoacetic acid","C05682","mmu00440","Phosphonate and phosphinate metabolism"
"FT1108NR","cis-2-Methylaconitate","C04225","mmu00640","Propanoate metabolism"
"FT1779NR","L-Cystine","C00491","mmu00270","Cysteine and methionine metabolism"
"FT1779NR","L-Cystine","C00491","mmu02010","ABC transporters"
"FT1779NR","L-Cystine","C00491","mmu04216","Ferroptosis"
"FT1779NR","L-Cystine","C00491","mmu04974","Protein digestion and absorption"
"FT1804NR","2-Phenyl-1,3-propanediol monocarbamate","C16586","mmu00982","Drug metabolism - cytochrome P450"
"FT0897NR","Phosphodimethylethanolamine","C13482","mmu00564","Glycerophospholipid metabolism"
"FT3490NR","Dehydroepiandrosterone","C01227","mmu00140","Steroid hormone biosynthesis"
"FT3490NR","Dehydroepiandrosterone","C01227","mmu04913","Ovarian steroidogenesis"
"FT3490NR","Dehydroepiandrosterone","C01227","mmu05200","Pathways in cancer"
"FT3490NR","Dehydroepiandrosterone","C01227","mmu05215","Prostate cancer"
"FT0227NR","Malonic acid","C00383","mmu00061","Fatty acid biosynthesis"
"FT0227NR","Malonic acid","C00383","mmu00240","Pyrimidine metabolism"
"FT0227NR","Malonic acid","C00383","mmu00410","beta-Alanine metabolism"
"FT2476NR","FA(18:2)","C04056","mmu00591","Linoleic acid metabolism"
"FT0557NR","D-Lactic acid","C00256","mmu00620","Pyruvate metabolism"
"FT1534PR","Pyridoxal","C00250","mmu00750","Vitamin B6 metabolism"
"FT1534PR","Pyridoxal","C00250","mmu04977","Vitamin digestion and absorption"
"FT0239NR","Glyceric acid","C00258","mmu00030","Pentose phosphate pathway"
"FT0239NR","Glyceric acid","C00258","mmu00260","Glycine, serine and threonine metabolism"
"FT0239NR","Glyceric acid","C00258","mmu00561","Glycerolipid metabolism"
"FT0239NR","Glyceric acid","C00258","mmu00630","Glyoxylate and dicarboxylate metabolism"
"FT3161NR","all-trans-4-hydroxyretinoic acid","C16677","mmu00830","Retinol metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00260","Glycine, serine and threonine metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00270","Cysteine and methionine metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00340","Histidine metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00430","Taurine and hypotaurine metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00470","D-Amino acid metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00480","Glutathione metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00670","One carbon pool by folate"
"FT0881NR","L-Cysteine","C00097","mmu00730","Thiamine metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00770","Pantothenate and CoA biosynthesis"
"FT0881NR","L-Cysteine","C00097","mmu00920","Sulfur metabolism"
"FT0881NR","L-Cysteine","C00097","mmu00970","Aminoacyl-tRNA biosynthesis"
"FT0881NR","L-Cysteine","C00097","mmu04122","Sulfur relay system"
"FT0881NR","L-Cysteine","C00097","mmu04216","Ferroptosis"
"FT0881NR","L-Cysteine","C00097","mmu04974","Protein digestion and absorption"
"FT0881NR","L-Cysteine","C00097","mmu05230","Central carbon metabolism in cancer"
"FT5490PR","ADP","C00008","mmu00190","Oxidative phosphorylation"
